title_ru,alt_names,anime_id,status,type,year,age_rating,genres,source,studio,director,dubbing,site_rating,site_votes,site_views,url
Семёрка идолов 2,"['Idolish Seven 2 ', ' IDOLiSH7 Second Beat! ', ' IDOLiSH7: Second BEAT! ', ' IDOLiSH7: Второй такт! ', ' Сімка ідолів 2 ', ' アイドリッシュセブン Second BEAT!']",7181,вышел,Сериал,2020,PG-13,"['Драма ', ' Музыка']",Мобильная игра,['TROYCA'],['Бэссё Макото'],"['Crunchyroll ', ' AniStar']",7.85,34,11,https://old.yummyani.me/catalog/item/semerka-idolov-2
Сквозь бальный зал,"['Ballroom e Youkoso ', ' Welcome to the Ballroom ', ' Добро пожаловать в бальный зал ', ' Крізь бальний зал ', ' ボールルームへようこそ']",2311,вышел,Сериал,2017,PG-13,"['Сёнэн ', ' Драма ', ' Комедия ', ' Романтика ', ' Спорт ', ' Школьная жизнь']",Манга,['Production I.G'],['Итадзу Ёсими'],"['AniLibria ', ' Aemi ', ' Dejz ', ' Hekomi ', ' Anzen ', ' Amazing Dubbing ', ' AniDUB ', ' AniFilm ', ' AniPLague ', ' SHIZA Project ', ' Studio Band']",8.71,730,107,https://old.yummyani.me/catalog/item/dobro-pozhalovat-na-parket
Арпеджио голубой стали,"['Aoki Hagane no Arpeggio ', ' Aoki Hagane no Arpeggio: Ars Nova ', ' Arpeggio of Blue Steel -Ars Nova- ', ' Арпеджіо блакитної сталі ', ' Мелодия морской стали ', ' Симфония морской стали: Новое искусство ', ' 蒼き鋼のアルペジオ ‐アルス・ノヴァ‐']",9803,вышел,Сериал,2013,PG-13,"['Сэйнэн ', ' Приключения ', ' Фантастика ', ' Экшен']",Манга,['SANZIGEN'],['Киси Сэйдзи'],"['SHIZA Project ', ' Лизавета ', ' Aska ', ' Hell ', ' AniLibria ', ' Lupin ', ' Say ', ' AniDUB']",7.75,157,31,https://old.yummyani.me/catalog/item/arpedzhio-goluboy-stali
Сирена,"['Amagami SS: Seiren ', ' Seiren ', ' Амагами СС: Сирена ', ' История Любви ', ' Лакомый кусочек: Сирена ', ' Ласковый укус: Сирена']",1354,вышел,Сериал,2017,PG-13,"['Сэйнэн ', ' Комедия ', ' Романтика ', ' Гарем ', ' Школьная жизнь']",Оригинальная идея,"['Studio Gokumi ', ' AXsiZ']",['Кобаяси Томоки'],"['AniLibria ', ' Lali ', ' Amikiri ', ' Anzen ', ' SHIZA Project ', ' Лизавета ', ' Dancel ', ' Abe ', ' AniDUB ', ' Гамлетка Цезаревна ', ' 9й Неизвестный']",6.98,200,92,https://old.yummyani.me/catalog/item/sirena
Нет игры — нет жизни: Начало,"['No Game No Life: Zero ', ' No Game, No Life: Zero ', ' Без игры – нет жизни: Начало ', ' Игра на выживание: Начало ', ' Немає гри - немає життя: Початок ', ' ノーゲーム・ノーライフ ゼロ']",509,вышел,Полнометражный фильм,2017,PG-13,"['Сэйнэн ', ' Драма ', ' Комедия ', ' Приключения ', ' Романтика ', ' Фэнтези ', ' Лоликон']",Ранобэ,['Madhouse'],['Исидзука Ацуко'],"['AniLibria ', ' Hekomi ', ' Myuk ', ' Lupin ', ' Itashi ', ' Amikiri ', ' Sharon ', ' HectoR ', ' Anzen ', ' Kanade EU ', ' MyAska ', ' SHIZA Project ', ' Pandora ', ' OkanaTsoy ', ' Лизавета ', ' Dancel ', ' Nate ', ' AniDUB ', ' Trina_D ', ' Jam ', ' Amber ', ' HaronMedia ', ' KANSAI Studio ', ' Kansai ', ' LE-Production ', ' SovetRomantica']",8.57,2687,120,https://old.yummyani.me/catalog/item/net-igry-net-zhizni-s-nulya
Карин,"['Chibi Vampire Karin ', ' Karin ', ' Карін ', ' かりん']",9574,вышел,Сериал,2005,PG-13,"['Сёнэн ', ' Комедия ', ' Романтика ', ' Вампиры ', ' Школьная жизнь ', ' Сверхъестественное']",Манга,['J.C.Staff'],['Кимура Синъитиро'],"['AniDUB ', ' AniMedia ', ' Люб. Двухголосый ', ' Любительский двухголосый']",7.69,55,23,https://old.yummyani.me/catalog/item/karin
Рай Сэнгоку,"['Sengoku Paradise: Kiwami ', ' Sengoku☆Paradise Kiwami ', ' Рай Сенґоку ', ' 戦国☆パラダイス-極-（きわみ）']",7572,вышел,Сериал,2011,PG-13,"['Дзёсэй ', ' Сёдзё ', ' Драма ', ' Комедия ', ' Романтика ', ' Экшен ', ' Самураи ', ' Исторический']",Игра,"['LMD ', ' Milky Cartoon']",['Кикути Кацуя'],['Симбад'],4.17,6,3,https://old.yummyani.me/catalog/item/ray-sengoku
Путь Наруто,"['Road of Naruto ', ' Шлях Наруто']",11303,вышел,ONA,2022,R-17+,"['Сёнэн ', ' Фэнтези ', ' Экшен ', ' Боевые искусства']",Неизвестно,['Pierrot'],['Unknown'],['AniLane'],8.38,284,43,https://old.yummyani.me/catalog/item/put-naruto
Связь принцесс! Повторное погружение,"['Priconne ', ' Princess Connect! Re: Dive ', ' Princess Connect! Re:Dive ', "" Зв'язок принцес! Повторне занурення "", ' Связь принцесс: Повторное погружение ', ' プリンセスコネクト！Re:Dive']",4822,вышел,Сериал,2020,PG-13,"['Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен ', ' Исэкай']",Игра,['CygamesPictures'],['Канасаки Такаоми'],"['AniLibria ', ' Hekomi ', ' Zozya ', ' SlivciS ', ' MyAska ', ' Amazing Dubbing ', ' AniDUB ', ' AniMaunt ', ' AniStar ', ' AnimeVost ', ' Dream Cast ', ' FSG YakuSub Studio']",6.58,472,90,https://old.yummyani.me/catalog/item/svyaz-princess-novoe-pogruzhenie-1
Бессмертный бог меча (2022),"['Everlasting God Of Sword ', ' Wangu Jian Shen (2022) ', ' Безсмертний бог меча (2022) ', ' 万古剑神']",5404,вышел,ONA,2022,PG-13,"['Приключения ', ' Фэнтези ', ' Экшен ', ' Боевые искусства ', ' Не японское ', ' Китайское 3D']",Новелла,['2:10 AM Animation'],['Unknown'],"['AniStar ', ' ПВА ШОУ']",5.5,18,15,https://old.yummyani.me/catalog/item/bessmertnyy-bog-mecha-2022
Приключения Боско,"['Bosco Adventure ', ' Bosco daiboken ', ' Bosco Daibouken ', ' Пригоди Боско ', ' ボスコアドベンチャー']",6383,вышел,Сериал,1986,PG,"['Приключения ', ' Фэнтези']",Книга,['Nippon Animation'],['Сугияма Таку'],['Omskbird records'],6.5,4,3,https://old.yummyani.me/catalog/item/priklyucheniya-bosko
"Добро пожаловать в ад, Ирума-кун! Эпизод «Мафия»","['Mairimashita! Iruma-kun: If Episode of Mafia ', ' Welcome to Demon School! Iruma-kun: IruMafia Edition ', ' Ласкаво просимо до пекла, Ірумо-куне! Епізод «Мафія» ', ' 魔入りました!入間くん if Episode of 魔フィア']",26493,анонс,Сериал,2027,Неизвестно,"['Сёнэн ', ' Преступный мир ', ' Фэнтези']",Манга,['Unknown'],['Unknown'],['Unknown'],0.0,0,20,https://old.yummyani.me/catalog/item/dobro-pozhalovat-v-ad-iruma-epizod-mafiya
Девочка-волшебница Мадока★Волшебство: Концепт,"['Mahou Shoujo Madoka Magica: Concept Movie ', ' Mahou Shoujo Madoka★Magica: Concept Movie ', ' Puella Magi Madoka Magica Concept Movie ', ' Дівчинка-чарівниця Мадока★Магія: Концепт ', ' 魔法少女まどか★マギカ コンセプトムービー']",7043,вышел,Короткометражный фильм,2015,PG-13,"['Махо-сёдзё ', ' Драма ', ' Триллер ', ' Фэнтези ', ' Психология']",Оригинальная идея,['Shaft'],['Симбо Акиюки'],['Unknown'],7.27,91,23,https://old.yummyani.me/catalog/item/devochka-volshebnica-madoka-volshebstvo-koncept
Путешествие на Запад,"['Journey to the West ', ' The Westward ', ' Westbound ', ' Westbound Discipline ', ' Xi Xing Ji ', ' Подорож на Захід ', ' 西行纪']",8176,вышел,ONA,2018,PG-13,"['Приключения ', ' Фэнтези ', ' Экшен ', ' Боевые искусства ', ' Исторический ', ' Китайское 3D']",Маньхуа,['BYMENT'],['Unknown'],"['AniMy ', ' ПВА ШОУ']",5.95,21,14,https://old.yummyani.me/catalog/item/stranstvie-na-zapad
Скет Данс — OVA,"['SKET Dance OVA ', ' SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi ', ' スケットダンス 妹の悩みに悩む兄に悩む妹とその仲間達']",8022,вышел,OVA,2013,PG-13,"['Сёнэн ', ' Комедия ', ' Школьная жизнь']",Манга,['Tatsunoko Production'],['Unknown'],['AniLibria'],6.94,48,15,https://old.yummyani.me/catalog/item/sket-dans-ova
Несносные пришельцы 2: Прекрасная мечтательница,"['Urusei Yatsura 2: Beautiful Dreamer ', ' Urusei Yatsura 2: Byutifuru dorima ', ' Urusei Yatsura Movie 2: Beautiful Dreamer ', ' Несносні прибульці 2: Прекрасна мрійниця ', ' Несносные пришельцы: Прекрасная мечтательница ', ' うる星やつら2 ビューティフル・ドリーマー']",6127,вышел,Полнометражный фильм,1984,PG-13,"['Сёнэн ', ' Драма ', ' Комедия ', ' Приключения ', ' Романтика ', ' Фантастика ', ' Фэнтези ', ' Экшен']",Манга,['Pierrot'],['Осии Мамору'],['Persona99'],6.65,54,16,https://old.yummyani.me/catalog/item/nesnosnye-prishelcy-2-prekrasnaya-mechtatelnica
Рыцари усердия,"['Try Knights ', ' Лицарі старанності ', ' Упорные рыцари ', ' トライナイツ']",9713,вышел,Сериал,2019,PG-13,"['Дзёсэй ', ' Драма ', ' Спорт ', ' Школьная жизнь']",Манга,"['Gonzo ', ' Seven']",['Сасаки Токихиро'],"['AniDUB ', ' AniLibria']",5.36,22,8,https://old.yummyani.me/catalog/item/rycari-userdiya
Стеклянный флот,"['Garakan ', ' Garasu no Kantai ', ' Glass Fleet ', ' Glass Fleet: The Legend of the Wind of the Universe ', "" Glass no Kantai: La Legende du Vent de l'Univers "", ' Скляний флот ', "" ガラスの艦隊～La legende du vent de l'univers～""]",9846,вышел,Сериал,2006,PG-13,"['Приключения ', ' Фантастика']",оригинальная идея,"['Gonzo ', ' Satelight']",['Охара Минору'],['AniDUB'],6.3,10,4,https://old.yummyani.me/catalog/item/steklyannyy-flot
С начала 2 | Часть 2,"['D.C. II: Da Capo II ', ' D.C.II S.S. ～ダ・カーポII セカンドシーズン～ ', ' D.C.II S.S.: Da Capo II 2nd Season ', ' D.C.II S.S.: Da Capo II Second Season ', ' С начала 2 ', ' Часть 2 -> З початку 2 ', ' Частина 2 ', ' С начала 2. Часть II']",9070,вышел,Сериал,2008,PG-13,"['Драма ', ' Комедия ', ' Романтика ', ' Фэнтези ', ' Гарем']",Игра,['feel.'],['Окамото Хидэки'],['D. A. Studio'],6.87,24,6,https://old.yummyani.me/catalog/item/snachala-2-sezon-vtoroy
Нодамэ Кантабиле,"['Nodame Cantabile ', ' Nodame kantâbire ', ' Нодаме Кантабіле ', ' のだめカンタービレ']",9537,вышел,Сериал,2007,PG-13,"['Дзёсэй ', ' Комедия ', ' Романтика ', ' Музыка']",Манга,['J.C.Staff'],['Касай Кэнъити'],"['Freedub Studio ', ' SHIZA Project']",8.43,143,30,https://old.yummyani.me/catalog/item/nodame-kantabile-pervyy-sezon
Восходящий удар,"['Rising Impact ', ' Висхідний удар ', ' ライジングインパクト']",12185,вышел,ONA,2024,PG-13,"['Сёнэн ', ' Комедия ', ' Спорт']",Манга,['Lay-duce'],['Намба Хитоси'],"['VF-Studio ', ' Voice Forest Studio']",7.32,25,11,https://old.yummyani.me/catalog/item/voshodyaschiy-udar
Скажи: «Я люблю тебя» — Дополнительные эпизоды,"['Say ""I Love You"".: Mei and Marshmallow Meow ', ' Suki tte Ii na yo.: Mei and Marshmallow ', ' Sukinayo Specials ', ' Sukitte Ii na yo. Specials, Suki-tte Ii na yo. Specials ', ' Скажи: ""Я люблю тебе"" - Додаткові епізоди']",11508,вышел,Спешл,2012,PG-13,"['Сёдзё ', ' Романтика ', ' Школьная жизнь']",Манга,['Zexcs'],['Сато Такуя'],['Unknown'],6.5,98,19,https://old.yummyani.me/catalog/item/skazhi-ya-lyublyu-tebya-dopolnitelnye-epizody
Тёмный дворецкий: Школа-интернат,"['Black Butler ', ' Black Butler: Public School Arc ', ' Kuroshitsuji (Shin Series) ', ' Kuroshitsuji: Kishuku Gakkou-hen ', ' Темний дворецький: Школа-інтернат ', ' 黒執事 新シリーズ']",10657,вышел,Сериал,2024,R-17+,"['Сёнэн ', ' Детектив ', ' Комедия ', ' Преступный мир ', ' Мистика ', ' Фэнтези ', ' Демоны ', ' Экшен ', ' Исторический ', ' Сверхъестественное']",Манга,['CloverWorks'],['Окада Кэндзиро'],"['Ушастая озвучка ', ' Максим Чернышев ', ' Полина Опалева ', ' Ксения Бошс ', ' Валерия Кадыкова ', ' Тимур Странный ', ' Егор Кустов ', ' Григорий Устинов ', ' Максим Тишин ', ' Андрей Кондратьев ', ' Руслан Хуснутдинов ', ' Александр Зорькин ', ' Иван Черноусов ', ' Ирина Сафонова ', ' Dream Cast ', ' Lelik_time ', ' Jerwis ', ' Inferno_Phantom ', ' Mirona ', ' RizzFisher ', ' CranBerry ', ' Алина Рин ', ' Studio Band ', ' Татьяна Борзова ', ' Анна Мосолова ', ' Александр Скиданов ', ' Георгий Кармрян ', ' Глеб Орлов ', ' Никита Моисеев ', ' AniLibria ', ' OkanaTsoy ', ' Derenn ', ' Hekomi ', ' Lupin ', ' Anzen ', ' Amazing Dubbing ', ' AniBaza ', ' AniDUB ', ' AniDub Online ', ' AniLot ', ' AniRise ', ' AniStar ', ' AnimeVost ', ' Anything Group ', ' Freedub Studio ', ' HaronMedia ', ' JAM ', ' Kazoku Project ', ' Persona99 ', ' SHIZA Project ', ' TAKEOVER Project ', ' FreeDub ', ' CelestialDub ', ' ТО Дубляжная ', ' KoeKak']",8.46,557,141,https://old.yummyani.me/catalog/item/temniy-dvoretskiy-4
Рассвет Йоны,"['Akatsuki no Yona ', ' Yona of the Dawn ', ' Yona: The girl standing in the blush of dawn ', ' Йона на заре ', ' Світанок Йони ', ' 暁のヨナ']",8126,вышел,Сериал,2014,PG-13,"['Бисёнэн ', ' Сёдзё ', ' Комедия ', ' Приключения ', ' Романтика ', ' Фэнтези ', ' Драконы ', ' Экшен ', ' Исторический ', ' Гарем (для девочек)']",Манга,['Pierrot'],['Ёнэда Кадзухиро'],"['AniDUB ', ' AniFilm ', ' AniLibria ', ' Anything Group ', ' SHIZA Project ', ' Дублированный ', ' РуАниме / DEEP']",8.39,832,206,https://old.yummyani.me/catalog/item/rassvet-eny
